Control_3H_1	Control_3H_2	Control_3H_3	Control_9H_1	Control_9H_2	Control_9H_3	Control_27H_1	Control_27H_2	Control_27H_3	Cold_3H_1	Cold_3H_2	Cold_3H_3	Cold_9H_1	Cold_9H_2	Cold_9H_3	Cold_27H_1	Cold_27H_2	Cold_27H_3	Heat_3H_1	Heat_3H_2	Heat_3H_3	Heat_9H_1	Heat_9H_2	Heat_9H_3	Heat_27H_1	Heat_27H_2	Heat_27H_3	Salt_3H_1	Salt_3H_2	Salt_3H_3	Salt_9H_1	Salt_9H_2	Salt_9H_3	Salt_27H_1	Salt_27H_2	Salt_27H_3
STMGM84	0.008345331	-0.057571531	-0.041412001	0.074409605	-0.066447362	-0.108610498	0.154503208	-0.07474058	0.058647204	-0.216202685	-0.083466823	0.143128812	0.001219007	-0.077938649	0.109649751	-0.230331454	-0.038299428	0.040744474	-0.074907987	-0.247338778	0.010124217	-0.036324689	0.091978322	0.246755587	0.104729563	0.097356375	0.009550793	-0.003209556	0.194771379	0.012146758	0.045310432	0.047129087	-0.0372662	0.108564639	0.047208958	0.051849113
STMDS75	-0.07116001	0.020490053	0.32294372	0.285226414	0.160587699	0.194859861	-0.140850792	-0.161653263	0.327580637	-0.26391383	-0.167973135	-0.186240173	0.06231586	-0.143539249	-0.287067096	-0.358359365	-0.346898724	-0.034994225	0.256988651	-0.190421287	-0.040446137	-0.023547763	0.009245011	0.168974215	-0.254936773	-0.319136543	-0.141942116	0.23878073	0.072614893	0.231634375	0.357327225	-0.11612175	-0.004699337	0.134537568	0.086675804	-0.01544987
STMDV87	-0.09118898	0.06292759	0.164004089	-0.235505014	-0.290477802	0.001760458	-0.195087923	0.103629968	0.170709288	1.146615089	0.560410895	0.679411861	-0.215145791	0.223583255	0.00318388	-0.33711161	0.043992981	0.574555903	-0.402984064	0.022105719	0.075135609	-0.489280271	-0.639353651	-0.328944506	-0.053231206	-0.432934704	-0.112462646	0.21458207	-0.215079743	0.225524481	0.059188839	0.160002809	0.096075972	-0.353116055	-0.368304169	0.064351631
STMID12	-0.190194247	-0.130247708	0.064958514	-0.042844314	0.006816177	0.062651086	-0.136039346	0.074370456	0.15052247	0.999623268	0.562568183	0.493718502	0.187965557	1.097043434	0.58009376	0.885852964	1.396193661	0.952152921	0.469464285	-0.412014496	0.146204896	-0.231103446	-0.206731621	-0.02890125	0.163558783	-0.091194181	0.226813124	0.289942279	-0.397740676	0.384655929	0.172655237	0.72367234	0.402199194	0.408762586	0.832135032	1.116902613
STMGO09	-0.005752571	-0.114304274	0.033998398	0.045009735	-0.020839879	0.138771153	-0.067735891	-0.00864912	0.123953811	0.099082992	0.033084949	-0.181426031	0.200957824	-0.051393371	-0.126397577	-0.118573409	-0.108147232	-0.082533929	-0.091821157	-0.120505447	0.082155823	-0.061690849	-0.010287512	-0.039338148	-0.101069105	0.123247312	-0.1415018	0.128708017	-0.00632835	-0.140277148	0.026748655	-0.061159263	-0.024569651	-0.201998612	-0.185582646	-0.301830105
STMCV66	-0.362268912	-0.041622011	-0.095580773	-0.189699735	-0.138517156	-0.175007359	-0.268555681	-0.131554257	-0.163597059	0.235671998	0.130552135	-0.037429608	-0.908567372	-0.840233086	-0.909297858	-0.043523513	0.215068685	-0.108531316	-0.088631299	-0.14686445	0.161807709	0.28912958	0.052226431	0.005727513	0.621959045	0.09741155	0.478542558	-0.316806474	-0.201720074	-0.263890996	-0.220430105	0.194109826	-0.230305873	-0.213670554	-0.11086793	0.193345869
STMDD69	0.050744799	NA	0.425161717	NA	0.198545679	NA	NA	0.50486891	0.590961241	-0.362570079	0.134687821	0.097496528	NA	-0.599141436	0.271302022	NA	NA	-0.125530882	0.526286593	0.209056785	NA	NA	0.924448967	0.136462243	NA	0.618012467	NA	0.588546838	NA	NA	NA	NA	0.246540973	NA	NA	NA
STMDB28	0.626075386	0.450015619	0.596128294	-0.058507489	0.355638576	0.541825009	0.4648348	1.188175971	0.384818337	-0.506398164	-0.018125282	0.478266656	0.544795069	0.367338555	1.687714042	0.830520629	0.729105124	0.770670323	0.147629962	0.040626517	0.039849513	0.033350564	0.38920989	0.385743192	0.252914564	1.306502434	0.138143678	0.749285866	0.029455339	0.328551817	1.238595905	1.274811574	1.174477878	1.209268908	0.794145868	0.964473566
STMHI80	-0.109489148	NA	0.127412221	-0.019214868	0.037544369	0.004558282	-0.064096413	-0.059027576	-0.090053399	0.112628855	0.510793547	-0.041411495	-0.009419152	-0.379670457	-0.364764293	-0.51166973	-0.215254085	-0.507240205	-0.254572827	-0.373650858	0.109884732	-0.056795705	0.103923846	-0.019300556	-0.105228334	0.415654959	0.050317046	-0.227987459	-0.36415633	-0.078368778	-0.481790543	-0.22575339	-0.04297541	-0.112859235	0.371721669	-0.475002288
STMDH27	-0.09718534	-0.092071528	0.068248301	-0.288992196	-0.161603009	-0.020232907	-0.086440648	-0.044807795	-0.085913903	-0.092290947	-0.208164367	-0.171019764	0.046794211	-0.114394113	-0.181025995	-0.280976577	-0.312011509	-0.039717632	0.086540878	-0.067966979	0.123373392	-0.081067906	0.089629421	0.1294083	0.603978039	0.359184265	0.403700953	-0.114896539	0.057776331	0.027382934	-0.20336211	-0.02336686	0.005449675	0.187004898	0.192756187	0.300002216
STMGE42	-0.102773387	0.01189714	0.006066532	-0.106793857	-0.039072043	-0.16122001	-0.216180592	-0.099723733	0.237320952	-0.175798753	-0.08707108	-0.046360494	0.20889443	-0.259861479	-0.07345719	-0.253102587	-0.10083104	0.111670563	0.253435453	0.037943294	0.005518324	-0.38218712	-0.026145107	-0.085545115	-0.138062345	0.043469861	0.007338728	-0.020998501	0.048482641	-0.01847266	0.104261971	0.020189898	0.017783831	-0.039029297	-0.187442763	-0.078219442
STMGP38	NA	-0.224503168	-0.239737786	-0.432315491	-0.081046302	NA	-0.034689421	-0.150559677	NA	NA	NA	NA	NA	-0.086195652	-0.21786809	0.013578407	-0.289174543	NA	0.070978905	0.144035134	-0.113153662	0.101283336	0.055384903	-0.423400972	0.213352766	0.221111733	-0.142827706	NA	-0.042749647	0.062284278	-0.245318818	-0.280749716	NA	-0.467026989	0.028813698	-0.242473083
STMGH56	-0.048822237	0.276200658	0.024443688	-0.081579739	-0.036834411	-0.407802392	0.066118891	-0.16482618	-0.163632709	-1.109428749	-0.315720207	-0.547693858	-0.790230012	-1.073265611	-0.754059638	-0.208138794	-0.673887428	-0.506995244	-0.356396715	-0.007401328	0.05186637	-0.474555684	0.158807037	0.114546843	-0.051604516	0.057166553	0.001219449	-0.303080162	0.319167162	-0.126975941	-0.360831892	-0.287171186	-0.397491918	0.041963293	-0.080494239	-0.104884534
STMCC74	0.067744607	-0.14933499	-0.047389717	-0.227582826	-0.049776879	0.342815461	-0.098180394	0.247491562	-0.587279339	-0.636429533	NA	-0.824870959	-0.808239197	-0.302169852	-0.313157885	-0.425637804	-0.631572674	-0.553835901	0.048197702	0.609516234	0.17540429	-0.04508789	-0.033775904	-0.195223622	0.075200898	0.059220423	-0.326194323	-0.045867009	-0.327052024	-0.298713381	-0.885580089	-0.085683362	-0.025090981	-0.18703511	-0.200912694	-0.194955239
STMEJ16	0.06994412	0.179250794	0.048717536	0.413239001	0.148469406	0.386372281	-0.141645518	0.291743007	0.11522781	0.670294555	0.822822656	0.603477104	0.428949806	1.893216748	1.242612725	1.090691017	0.869073907	1.180572246	NA	0.187176334	0.421264074	0.759090287	0.069847572	0.670541317	0.330237377	NA	0.271596419	NA	0.351384942	0.767091052	0.855671872	1.062442455	1.117818115	0.631544637	0.770156304	1.040956674
STMIP56	-0.154446269	-0.159919608	-0.17443716	-0.111866968	0.029463823	-0.330791371	0.032666189	-0.328819541	0.014602301	0.020272395	0.274283547	-0.246374713	0.263648449	-0.212277994	-0.553143212	-0.149711282	-0.390505071	0.057831191	-0.064435096	0.031524088	-0.077374844	0.102233658	-0.091762979	-0.120924782	-0.034672578	0.208464261	-0.305723021	-0.205041701	-0.274891534	-0.513202875	-0.255005744	-0.399570698	-1.044795638	0.072228328	-0.088558864	-0.281513826
STMCO67	-0.100465395	0.111031312	0.203990052	0.164825959	0.099880362	0.260538862	-0.066559809	0.091228639	0.152421964	0.090523176	0.27877348	0.286643603	0.112933529	0.762014415	0.346085413	0.353816674	0.66219046	0.638531635	-0.067554646	-0.164174139	0.11282425	-0.335699215	-0.123183127	0.13626569	-0.234675851	0.173422077	-0.064718886	0.04335424	0.279197069	0.432010578	0.47512215	0.305536727	0.2715083	0.23243715	0.412317998	0.436622071
STMCD46	-0.075279187	0.044931291	-0.011938865	-0.142170591	-0.123494974	-0.420260606	0.036335745	-0.116691193	-0.033242659	0.36604659	0.159130523	0.279604848	-0.154176373	0.857589225	0.192429283	0.908393856	0.910420383	0.712114157	0.935050204	0.157853107	0.623857901	0.321363329	-0.072009902	-0.078855421	0.730347055	-0.038602839	0.579606674	-0.124044244	0.16938028	0.580127322	0.489359665	1.035885088	0.832674383	0.893219361	1.240563012	1.238727794
STMCA59	-0.276785376	-0.22928429	-0.113062664	NA	-0.046293652	0.107357409	0.112050968	0.499951138	0.50460824	0.212196654	-0.180890055	-0.100099667	NA	0.715873938	0.033617716	NA	0.502302046	0.214301834	0.378858745	0.186691852	0.346090146	NA	-0.345569164	-0.077256432	0.457937062	-0.170088064	-0.112362365	-0.127874823	-0.063036662	-0.124447371	NA	0.471124244	NA	0.596046	0.556557983	0.745322147
STMGO65	NA	0.214912456	0.136294224	NA	0.454828587	0.296690803	-0.040021846	0.277533976	NA	NA	-0.002511219	NA	NA	0.683061942	NA	0.565062943	0.170869483	NA	NA	0.045179983	NA	-0.032531142	0.059027576	NA	0.04923532	-0.090551758	0.23878686	0.269186633	NA	NA	0.180296686	0.847702208	0.54540802	0.422745594	NA	0.839934322
STMIT95	-0.088521367	0.086886984	-0.020189028	-0.07246046	0.209500362	-0.254418279	-0.305714575	-0.249014056	-0.07558483	-0.020466921	0.105317522	-0.031996564	0.511990432	0.236162818	0.271891458	0.151128875	0.076060399	0.016498315	0.673359447	0.278644968	0.370284925	0.094382255	-0.041910652	0.348501509	0.399966678	0.007404036	0.417386171	0.246374565	0.59324053	0.410921055	0.645946196	0.52736859	0.309536906	0.150763132	0.243202079	0.490641982
STMGN09	-0.109510758	0.188209663	0.21251263	-0.040469887	-0.037079105	0.118044914	0.111009395	-0.092516669	0.300196026	-0.044687499	0.304609523	0.288356072	0.165703003	0.031218731	0.471077069	0.022814629	-0.089448404	0.277858102	-0.312408177	0.056613949	0.09356452	-0.345040155	-0.02735365	0.037076171	-0.197350162	-0.187728875	0.074977045	-0.075248751	0.063310857	0.230378705	0.249821528	0.058324262	0.093836386	-0.171255648	-0.103490934	0.135134973
STMIX77	-0.030882506	-0.096123701	-0.344775164	0.413850584	0.407999045	0.370034005	0.110569724	-0.06583199	-0.168357706	0.494638223	-0.010615905	0.245270126	-0.351472371	0.040997372	0.061974021	0.11115718	-0.116813665	-0.327424993	0.090197809	0.048689493	NA	0.366178869	0.047889012	-0.108320655	-0.163208772	-0.036365746	0.445986088	0.281750485	0.119888736	0.06166302	-0.529523514	0.005506476	0.123083848	-0.200162474	-0.173559237	-0.435647779
STMJE19	0.032269416	-0.344658185	0.072076208	0.216074394	0.045856316	0.101896394	0.012635636	-0.218116615	-0.167922649	-0.667054632	-0.256397055	-0.26741728	-1.663166408	-1.011430581	-1.093485242	-0.219902153	-0.237655462	-0.291391315	0.366467342	0.527297897	0.388018916	0.309307261	0.341196429	-0.012960851	0.319678601	-0.343841625	0.36281257	-0.370245921	-0.228985099	-0.339298546	-0.360303917	-0.257939186	-0.491173885	-0.311144419	-0.480874389	-0.222160883
STMET15	-0.148285961	0.072942977	0.03231772	NA	-0.060464641	0.039565748	-0.157541277	-0.012308259	NA	0.065394418	-0.326182124	0.11207736	NA	-0.391527554	0.039946877	-0.034976138	0.170738475	-0.242407755	0.049376794	0.232240207	NA	NA	0.110109757	-0.25821739	-0.117237675	-0.193413354	0.193616045	0.022180235	-0.018572106	-0.312323813	NA	0.035492443	0.370946677	-0.011359862	-0.383691262	0.488016945
STMIQ53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.492113722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMGC02	0.190875985	-0.120041329	-0.034765418	-0.019782612	-0.042868745	-0.056624661	-0.014539423	0.398674053	-0.026935579	0.004427712	-0.158680097	-0.049500826	0.098154443	-0.139384891	-0.22675102	0.449601859	0.346544361	-0.331949527	-0.079273883	0.171583462	0.465257559	0.452081331	0.161708911	0.197212671	0.159983252	0.487405607	-0.329143589	0.284493081	0.3532473	0.431557574	0.352761015	0.607348581	0.167736336	0.472235438	0.674082005	-0.02158315
STMEA13	NA	0.102634912	NA	NA	0.202371624	NA	NA	NA	NA	NA	NA	NA	NA	0.475158492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMGO06	0.0050239	-0.052380821	-0.245992482	-0.004054415	-0.241888597	-0.203804	-0.195189431	-0.248359695	-0.009570151	-0.192645078	-0.142146898	0.002257739	NA	-0.244710801	-0.252803734	-0.465792531	-0.343810922	-0.061949913	0.205022264	-0.12935206	-0.159604816	-0.721550542	-0.121715908	-0.157297393	-0.288049423	-0.729620744	0.186247307	0.325359	-0.074928488	-0.14387111	-0.068917941	-0.902858842	-0.19696074	-0.535602778	-0.891774744	-0.690485767
STMDV92	0.019117555	0.089256041	-0.277864831	0.408020666	0.078387899	0.076165987	-0.13961427	0.342727048	0.295389174	-0.004063932	0.615018161	0.480332079	0.065359733	0.443724187	0.287811979	0.475708036	0.758641729	0.730949536	0.145373811	-0.586624273	-0.293315508	0.051965001	-0.183894671	-0.185125903	-0.213155731	0.070027878	0.13254195	0.051821196	0.333785583	-0.026797506	0.331334002	0.241585987	0.167018314	-0.205066808	0.165332773	0.434687984
STMET69	-0.16407021	0.285402219	0.333384887	0.244143168	0.057953728	0.123997041	-0.067008508	0.140300984	0.157198596	0.160498906	-0.05246742	0.223798712	-0.370837695	0.098470561	0.270273864	-0.058384549	-0.186001178	0.355500372	-0.148908287	0.110667599	0.21147427	-0.039528364	-0.062243557	-0.015106892	0.172600939	0.016537862	-0.147034773	-0.127734683	-0.290609422	0.212862145	0.47733482	0.185516419	0.127086205	-0.257832439	-0.23102617	-0.115306841
STMHJ39	-0.286454228	-0.131146674	-0.197355496	-0.5081164	-0.234268366	-0.469438792	-0.137016483	-0.269236221	0.029880562	0.101283336	0.031099598	-0.007089425	0.468168521	0.144266046	-0.063052171	-0.065822166	-0.216834843	0.044761451	0.006886386	-0.233279094	-0.223868324	-0.19701556	-0.226275856	-0.039846815	0.237969068	0.293296806	0.195151183	0.14452445	0.082387392	-0.0122853	-0.422132629	0.037852899	0.049742445	0.052027346	0.339019632	0.226006064
STMJA27	0.154878421	-0.400144241	-0.772959853	0.059142255	0.105837001	0.271942011	0.261970079	0.279770312	-0.377992139	1.151699336	0.198611195	-0.073300923	0.952086066	1.052407852	0.977492601	1.389340126	1.195670817	0.701760263	0.926747492	-0.022099657	-0.607780583	0.690684319	-0.020098819	0.295172641	0.71155956	0.246129202	0.17970126	0.436279178	-0.308319609	0.407328156	0.67444451	1.243885	1.115254802	1.329501315	1.090933548	1.068257528
STMGU26	0.148559906	-0.116409492	0.010577852	0.186101746	0.015620981	0.084747727	0.119132514	0.110143773	0.342238358	0.492075203	0.267585498	0.622298652	0.163698427	1.170804533	0.775558703	0.15540869	0.540881432	0.759122008	-0.080110175	-0.179439114	-0.156898568	0.071142634	-0.291551356	-0.050347085	-0.125669383	-0.189939742	-0.361947181	0.289319909	-0.050223198	0.250413819	0.340138322	0.359294947	0.523895566	0.234465254	0.242897244	0.193533711
STMJH69	-0.069005966	-0.051665487	-0.239477244	0.019813409	-0.16882001	-0.062322031	-0.040073635	-0.021907804	-0.277383508	0.586309304	0.064151675	0.0188373	1.001349484	1.805369987	0.490696231	0.749189708	0.597874767	0.328320013	-0.22813304	-0.271809498	-0.684159474	-0.208895274	-0.120056713	-0.229290482	-0.318583263	-0.729461312	-0.171339309	0.012223882	0.060846884	-0.072948129	-0.00413169	0.048367467	0.233585278	0.008950021	0.029777694	0.468328749
STMEY32	-0.007479798	0.033104187	0.23587045	-0.026773882	-0.162903162	0.128129705	-0.048697451	-0.065485342	0.352911397	-0.427685304	-0.098710779	-0.181089071	-0.313347564	-0.470191383	-0.171697053	-0.202765653	-0.234832679	0.022764428	-0.145057959	-0.03454737	-0.141100467	-0.342138548	-0.264655021	0.004496715	-0.043510564	-0.213907183	-0.000823221	0.108798778	-0.250432774	-0.203041527	0.310134508	0.020901777	0.035638104	-0.171775797	-0.096145593	-0.125753194
STMBB20	0.045827941	-0.166242079	-0.052025891	0.087505294	0.027343667	-0.243255398	-0.16687637	-0.036427058	-0.232809037	-0.074303819	-0.014909141	NA	0.108914782	0.350174533	0.300422605	0.572640192	0.128554948	-0.270557365	-0.049440062	0.235871714	-0.122101608	0.983698188	0.623145695	0.279029645	-0.242074787	-0.134092896	0.048977379	-0.058564917	0.079086838	0.044426672	1.395991744	0.552938104	0.374117244	-0.02270126	0.042988508	0.026091649
STMGB57	-0.186157241	-0.386963105	-0.416000259	0.162022326	0.185759981	-0.207858557	0.087263146	-0.211775508	-0.263994237	-0.160682849	0.317544538	0.0631426	0.587761134	0.288478599	0.502938042	0.682259702	0.3517321	0.490292582	0.152107255	-0.245554162	0.185019374	0.03796785	0.223187952	0.120086743	-0.027834208	-0.018930873	0.415664622	-0.055872724	0.275122114	0.045288595	0.637145225	0.497186541	0.471569458	0.519778332	0.321400505	0.833275401
STMIT31	-0.224232914	-0.324566507	-0.432542985	0.06008804	-0.187676216	-0.102824559	-0.17436337	-0.26031225	-0.235663434	0.10868689	0.244717059	0.1066341	-0.033084633	0.328707775	-0.002644721	0.337081316	0.380679061	0.155901252	0.001074233	-0.027183	-0.42957843	-0.121183055	-0.311039779	-0.450912077	-0.041725675	-0.217460126	0.14115811	-0.036738021	-0.040913193	-0.072790529	-0.166436015	0.049819121	0.16116045	0.203027096	0.32654116	0.621151358
STMEI33	NA	0.235812937	0.210439841	0.451531513	-0.076210567	-0.273339414	0.036805441	-0.05048977	0.142521599	0.51374736	-0.086804828	0.146792036	-0.132737234	-0.14635653	0.081284829	0.197788381	0.121270497	0.092202334	NA	0.433798427	0.208405276	0.343033728	-0.031578717	0.018691047	0.146730666	-0.382232652	0.236488914	-0.154611946	0.111945526	0.446812246	0.253118937	-0.249458457	0.312625648	-0.114658977	0.457019949	0.48816764
STMEZ42	0.001251253	-0.261761627	-0.290894136	0.202580913	-0.121625461	-0.021735176	-0.05345771	0.16376606	-0.001345296	0.354729326	0.198462141	0.204802605	0.934861228	0.698470965	0.603460588	0.440934124	0.617684529	0.374380542	0.286265153	-0.090315484	0.01782962	0.124125786	0.161779764	0.139647385	0.052044722	0.3257556	0.436824634	0.107105636	-0.000613608	0.045315628	0.380645851	0.453287574	0.510958103	0.375120168	0.330220023	0.565707642
STMEP33	0.091544942	0.036768734	0.375080718	0.116616157	-0.075631413	-0.01994541	0.288028388	0.256339753	0.077530812	-0.355094959	0.244121295	0.241212086	-0.162520965	-0.146066399	0.035556369	0.085297535	0.159158571	0.308059095	-0.281713512	-0.120243568	-0.019402531	-0.150846161	-0.22981705	NA	0.071779342	-0.747079672	-0.176347184	-0.18689957	-0.130872225	0.191204544	NA	-0.032821018	0.067174302	0.080449832	-0.299004951	0.705165566
STMIZ88	-0.149230012	0.026295291	-0.093069874	0.200338055	0.0433693	-0.497737395	0.060041549	-0.067619144	-0.043216783	0.210626553	0.427291761	0.345871367	-0.259283158	0.063156935	0.091310906	0.360589715	0.056052179	-0.111001004	-0.306225487	-0.013249853	0.003726933	-0.04267492	0.049999387	-0.151792466	-0.33933913	0.107898793	-0.0093595	-0.058810892	0.312173808	-0.187902188	-0.705694133	0.061892321	-0.461457191	0.043788696	-0.233424928	-0.129115219
STMCV36	0.018199793	-0.115101893	-0.176173193	-0.161415046	-0.086615852	-0.103097074	0.018813398	-0.057046384	-0.395828991	0.393076238	-0.030129181	-0.298918203	-0.538367797	-0.561197949	-0.661656785	0.221381862	0.146599471	-0.422645902	0.340051647	0.35716784	0.410154916	0.189240271	-0.004400293	-0.033617106	0.284835346	0.006331367	0.011021558	-0.130698608	-0.271239097	-0.197130028	-0.507275027	-0.302241964	-0.097700385	-0.205914151	-0.227582826	-0.268329127
STMDP18	-0.257648002	-0.036215731	-0.179455176	0.028219874	-0.085064571	-0.364053571	-0.103500789	-0.004123167	0.162114409	0.133954457	0.25773594	0.257468107	0.113535145	0.052050921	-0.342392197	-0.131688542	0.28775882	0.436563246	-0.519519484	-0.319414793	-0.156941778	-0.681754387	-0.350780755	-0.27390658	-0.073683154	-0.741746692	0.009239193	-0.247043086	-0.249991177	0.02002848	-0.509961464	-0.080057976	0.078898023	-0.360442524	-0.444149819	-0.120200802
STMIM44	0.007565998	0.014172931	0.099074795	-0.226248227	0.042330899	0.03083683	0.044102285	-0.041371391	-0.184968014	-0.140157367	-0.0311626	0.023711381	-0.231584621	-0.170051915	-0.209364137	-0.219288181	-0.282866731	-0.176934769	-0.034873257	0.160788207	0.085591178	0.216241825	0.205483924	0.157443716	0.183615492	0.068881642	0.075011983	0.058814368	0.15646547	-0.040109407	-0.265539035	-0.232814054	-0.256044407	0.006351625	-0.073897717	-0.202293504
STMET73	-0.059219685	-0.144639705	-0.228243645	0.124179411	-0.095661493	0.08720062	0.141038185	-0.269623737	-0.187718397	0.955212078	0.570045582	0.294692351	-0.245624728	0.894480053	0.3360175	0.373751311	0.420164717	0.287826134	0.254493734	-0.031206965	-0.399353653	0.178604459	-0.363001856	-0.294293287	0.123942343	-0.302028537	-0.017359895	0.048801103	-0.050528906	0.094822062	-0.199885022	-0.116273627	0.115613379	0.356934545	0.202600755	0.403546327
STMCM65	0.188588095	0.174732845	0.282098667	-0.290089037	0.178175596	0.329773662	0.03099589	0.148522525	0.304801937	0.212153237	0.196737833	0.573423308	-0.544623572	-0.176697007	0.07168316	-0.675188244	-0.459474242	-0.087843349	NA	0.030202448	0.303624412	-1.763716376	0.013631866	-0.004892155	0.096894352	-0.265304904	-0.233405414	0.361754075	-0.143364175	0.082597086	-0.010632976	-0.622572702	-0.211686315	-0.489858705	-0.658537759	-0.36671179
